rixo_company,auction_name,stock_location,venue_id,pol,supported_vehicle_type,rixo_price
LOGICO,HONDA TOKYO (OGAWA),AQUA LOGISTICS,1355400,YOKOHAMA,,20400
LOGICO,HONDA TOKYO (OGAWA),GLOBAL NAGOYA,1355400,NAGOYA,,24000
LOGICO,HONDA TOKYO (OGAWA),KLC,1355400,SENBOKU (OSAKA),,34000
LOGICO,HONDA TOKYO (OGAWA),KOBE,1355400,KOBE,,35200
LOGICO,HONDA TOKYO (OGAWA),GLOBAL HAKATA,1355400,HAKATA,,52200
KLC,HONDA TOKYO (OGAWA),KLC,1355400,SENBOKU (OSAKA),,31000
KLC,HONDA TOKYO (OGAWA),KOBE,1355400,KOBE,,31000
KLC,HONDA TOKYO (OGAWA),FUJITRANS KINJO,1355400,NAGOYA,,29000
KLC,HONDA TOKYO (OGAWA),GLOBAL NAGOYA,1355400,NAGOYA,,29000
KLC,HONDA TOKYO (OGAWA),GLOBAL KAWASAKI,1355400,YOKOHAMA,,13000
KLC,HONDA TOKYO (OGAWA),AQUA LOGISTICS,1355400,YOKOHAMA,,19500
YAMAZAKI,HONDA TOKYO (SAITAMA),GLOBAL KAWASAKI,1355400,YOKOHAMA,,10000
LOGICO,IAA OSAKA,GLOBAL KAWASAKI,27791,YOKOHAMA,,33000
LOGICO,IAA OSAKA,AQUA LOGISTICS,27791,YOKOHAMA,,33000
LOGICO,IAA OSAKA,GLOBAL NAGOYA,27791,NAGOYA,,11600
LOGICO,IAA OSAKA,KLC,27791,SENBOKU (OSAKA),,5500
LOGICO,IAA OSAKA,KOBE,27791,KOBE,,6500
LOGICO,IAA OSAKA,GLOBAL HAKATA,27791,HAKATA,,33000
STYLISH,IAA OSAKA,GLOBAL NAGOYA,27791,NAGOYA,,13000
STYLISH,IAA OSAKA,KLC,27791,SENBOKU (OSAKA),,4000
STYLISH,IAA OSAKA,KOBE,27791,KOBE,,6500
KLC,IAA OSAKA,KLC,27791,SENBOKU (OSAKA),,4500
KLC,IAA OSAKA,KOBE,27791,KOBE,,6000
KLC,IAA OSAKA,FUJITRANS KINJO,27791,NAGOYA,,11000
KLC,IAA OSAKA,GLOBAL NAGOYA,27791,NAGOYA,,11000
KLC,IAA OSAKA,GLOBAL KAWASAKI,27791,YOKOHAMA,,29000
KLC,IAA OSAKA,AQUA LOGISTICS,27791,YOKOHAMA,,30000
KLC,IAA OSAKA,GLOBAL HAKATA,27791,HAKATA,,26000
KLC,ISUZU KOBE,KLC,A052166,SENBOKU (OSAKA),,6000
KLC,ISUZU KOBE,KOBE,A052166,KOBE,,4500
KLC,ISUZU KOBE,FUJITRANS KINJO,A052166,NAGOYA,,11000
KLC,ISUZU KOBE,GLOBAL NAGOYA,A052166,NAGOYA,,11000
KLC,ISUZU KOBE,GLOBAL KAWASAKI,A052166,YOKOHAMA,,29000
KLC,ISUZU KOBE,AQUA LOGISTICS,A052166,YOKOHAMA,,30000
KLC,ISUZU KOBE,GLOBAL HAKATA,A052166,HAKATA,,26000
Y'S,ISUZU KYUSHU,GLOBAL HAKATA,A052166,HAKATA,,4400
Y'S,ISUZU KYUSHU (HIGHROOF),GLOBAL HAKATA,A052166,HAKATA,,7700
KLC,ISUZU TOKYO,KLC,A052166,SENBOKU (OSAKA),,30000
KLC,ISUZU TOKYO,KOBE,A052166,KOBE,,30000
KLC,ISUZU TOKYO,FUJITRANS KINJO,A052166,NAGOYA,,29000
KLC,ISUZU TOKYO,GLOBAL NAGOYA,A052166,NAGOYA,,29000
KLC,ISUZU TOKYO,GLOBAL KAWASAKI,A052166,YOKOHAMA,,11000
KLC,ISUZU TOKYO,AQUA LOGISTICS,A052166,YOKOHAMA,,14000
LOGICO,JAA,GLOBAL KAWASAKI,E0483,YOKOHAMA,,7800
LOGICO,JAA,AQUA LOGISTICS,E0483,YOKOHAMA,,10100
LOGICO,JAA,GLOBAL NAGOYA,E0483,NAGOYA,,23000
LOGICO,JAA,KLC,E0483,SENBOKU (OSAKA),,32000
LOGICO,JAA,KOBE,E0483,KOBE,,33200
LOGICO,JAA,GLOBAL HAKATA,E0483,HAKATA,,48000
KLC,JAA,KLC,E0483,SENBOKU (OSAKA),,28000
KLC,JAA,KOBE,E0483,KOBE,,28000
KLC,JAA,FUJITRANS KINJO,E0483,NAGOYA,,25000
KLC,JAA,GLOBAL NAGOYA,E0483,NAGOYA,,25000
KLC,JAA,GLOBAL KAWASAKI,E0483,YOKOHAMA,,8000
KLC,JAA,AQUA LOGISTICS,E0483,YOKOHAMA,,11000
LOGICO,JU AICHI,GLOBAL KAWASAKI,95518,YOKOHAMA,,24000
LOGICO,JU AICHI,AQUA LOGISTICS,95518,YOKOHAMA,,31000
LOGICO,JU AICHI,GLOBAL NAGOYA,95518,NAGOYA,,6000
LOGICO,JU AICHI,KLC,95518,SENBOKU (OSAKA),,11600
LOGICO,JU AICHI,KOBE,95518,KOBE,,11600
LOGICO,JU AICHI,GLOBAL HAKATA,95518,HAKATA,,37800
STYLISH,JU AICHI,GLOBAL NAGOYA,95518,NAGOYA,,5000
STYLISH,JU AICHI,KLC,95518,SENBOKU (OSAKA),,13000
STYLISH,JU AICHI,KOBE,95518,KOBE,,13000
KLC,JU AICHI,KLC,95518,SENBOKU (OSAKA),,11000
KLC,JU AICHI,KOBE,95518,KOBE,,11000
KLC,JU AICHI,FUJITRANS KINJO,95518,NAGOYA,,6000
KLC,JU AICHI,GLOBAL NAGOYA,95518,NAGOYA,,5500
KLC,JU AICHI,GLOBAL KAWASAKI,95518,YOKOHAMA,,25000
KLC,JU AICHI,AQUA LOGISTICS,95518,YOKOHAMA,,27000
KLC,JU AICHI,GLOBAL HAKATA,95518,HAKATA,,32000
LOGICO,JU AKITA,GLOBAL KAWASAKI,70506,YOKOHAMA,,40000
LOGICO,JU AKITA,AQUA LOGISTICS,70506,YOKOHAMA,,40800
LOGICO,JU AKITA,GLOBAL NAGOYA,70506,NAGOYA,,47000
LOGICO,JU AKITA,KLC,70506,SENBOKU (OSAKA),,52000
LOGICO,JU AKITA,KOBE,70506,KOBE,,53800
LOGICO,JU AKITA,GLOBAL HAKATA,70506,HAKATA,,75800
KLC,JU AKITA,KLC,70506,SENBOKU (OSAKA),,41000
KLC,JU AKITA,KOBE,70506,KOBE,,41000
KLC,JU AKITA,FUJITRANS KINJO,70506,NAGOYA,,36000
KLC,JU AKITA,GLOBAL NAGOYA,70506,NAGOYA,,36000
KLC,JU AKITA,GLOBAL KAWASAKI,70506,YOKOHAMA,,33000
KLC,JU AKITA,AQUA LOGISTICS,70506,YOKOHAMA,,35000
LOGICO,JU AOMORI,GLOBAL KAWASAKI,200539,YOKOHAMA,,54000
LOGICO,JU AOMORI,AQUA LOGISTICS,200539,YOKOHAMA,,54800
LOGICO,JU AOMORI,GLOBAL NAGOYA,200539,NAGOYA,,55100
LOGICO,JU AOMORI,KLC,200539,SENBOKU (OSAKA),,60000
LOGICO,JU AOMORI,KOBE,200539,KOBE,,61800
LOGICO,JU AOMORI,GLOBAL HAKATA,200539,HAKATA,,84000
KLC,JU AOMORI,KLC,200539,SENBOKU (OSAKA),,44000
KLC,JU AOMORI,KOBE,200539,KOBE,,44000
KLC,JU AOMORI,FUJITRANS KINJO,200539,NAGOYA,,40000
KLC,JU AOMORI,GLOBAL NAGOYA,200539,NAGOYA,,40000
KLC,JU AOMORI,GLOBAL KAWASAKI,200539,YOKOHAMA,,42000
KLC,JU AOMORI,AQUA LOGISTICS,200539,YOKOHAMA,,44000
LOGICO,JU ASAHIKAWA,GLOBAL KAWASAKI,63257,YOKOHAMA,,43600
LOGICO,JU ASAHIKAWA,AQUA LOGISTICS,63257,YOKOHAMA,,50200
LOGICO,JU ASAHIKAWA,GLOBAL NAGOYA,63257,NAGOYA,,49800
LOGICO,JU ASAHIKAWA,KLC,63257,SENBOKU (OSAKA),,52000
LOGICO,JU ASAHIKAWA,KOBE,63257,KOBE,,53800
LOGICO,JU ASAHIKAWA,GLOBAL HAKATA,63257,HAKATA,,78000
KLC,JU ASAHIKAWA,KLC,63257,SENBOKU (OSAKA),,40000
KLC,JU ASAHIKAWA,KOBE,63257,KOBE,,40000
KLC,JU ASAHIKAWA,FUJITRANS KINJO,63257,NAGOYA,,36000
KLC,JU ASAHIKAWA,GLOBAL NAGOYA,63257,NAGOYA,,36000
KLC,JU ASAHIKAWA,GLOBAL KAWASAKI,63257,YOKOHAMA,,41000
KLC,JU ASAHIKAWA,AQUA LOGISTICS,63257,YOKOHAMA,,44000
LOGICO,JU CHIBA,GLOBAL KAWASAKI,59077,YOKOHAMA,,8600
LOGICO,JU CHIBA,AQUA LOGISTICS,59077,YOKOHAMA,,10800
LOGICO,JU CHIBA,GLOBAL NAGOYA,59077,NAGOYA,,24000
LOGICO,JU CHIBA,KLC,59077,SENBOKU (OSAKA),,32000
LOGICO,JU CHIBA,KOBE,59077,KOBE,,33200
LOGICO,JU CHIBA,GLOBAL HAKATA,59077,HAKATA,,49800
KLC,JU CHIBA,KLC,59077,SENBOKU (OSAKA),,28000
KLC,JU CHIBA,KOBE,59077,KOBE,,28000
KLC,JU CHIBA,FUJITRANS KINJO,59077,NAGOYA,,27000
KLC,JU CHIBA,GLOBAL NAGOYA,59077,NAGOYA,,27000
KLC,JU CHIBA,GLOBAL KAWASAKI,59077,YOKOHAMA,,9000
KLC,JU CHIBA,AQUA LOGISTICS,59077,YOKOHAMA,,11000
YAMAZAKI,JU CHIBA,GLOBAL KAWASAKI,59077,YOKOHAMA,,6000
LOGICO,JU CHIBA (SODEGAURA),GLOBAL KAWASAKI,59077,YOKOHAMA,,10900
LOGICO,JU CHIBA (SODEGAURA),AQUA LOGISTICS,59077,YOKOHAMA,,7200
LOGICO,JU CHIBA (SODEGAURA),GLOBAL NAGOYA,59077,NAGOYA,,30000
LOGICO,JU CHIBA (SODEGAURA),KLC,59077,SENBOKU (OSAKA),,34000
LOGICO,JU CHIBA (SODEGAURA),KOBE,59077,KOBE,,35200
LOGICO,JU CHIBA (SODEGAURA),GLOBAL HAKATA,59077,HAKATA,,52800
LOGICO,JU FUKUI,GLOBAL KAWASAKI,126589,YOKOHAMA,,44400
LOGICO,JU FUKUI,AQUA LOGISTICS,126589,YOKOHAMA,,47800
LOGICO,JU FUKUI,GLOBAL NAGOYA,126589,NAGOYA,,22000
LOGICO,JU FUKUI,KLC,126589,SENBOKU (OSAKA),,27800
LOGICO,JU FUKUI,KOBE,126589,KOBE,,27800
LOGICO,JU FUKUI,GLOBAL HAKATA,126589,HAKATA,,54500
KLC,JU FUKUI,KLC,126589,SENBOKU (OSAKA),,19000
KLC,JU FUKUI,KOBE,126589,KOBE,,19000
KLC,JU FUKUI,FUJITRANS KINJO,126589,NAGOYA,,16000
KLC,JU FUKUI,GLOBAL NAGOYA,126589,NAGOYA,,16000
KLC,JU FUKUI,GLOBAL KAWASAKI,126589,YOKOHAMA,,38000
KLC,JU FUKUI,AQUA LOGISTICS,126589,YOKOHAMA,,45000
KLC,JU FUKUI,GLOBAL HAKATA,126589,HAKATA,,42000
LOGICO,JU FUKUOKA,GLOBAL KAWASAKI,37488,YOKOHAMA,,48500
LOGICO,JU FUKUOKA,AQUA LOGISTICS,37488,YOKOHAMA,,49600
LOGICO,JU FUKUOKA,GLOBAL NAGOYA,37488,NAGOYA,,37000
LOGICO,JU FUKUOKA,KLC,37488,SENBOKU (OSAKA),,33000
LOGICO,JU FUKUOKA,KOBE,37488,KOBE,,33000
LOGICO,JU FUKUOKA,GLOBAL HAKATA,37488,HAKATA,,6200
KLC,JU FUKUOKA,KLC,37488,SENBOKU (OSAKA),,25000
KLC,JU FUKUOKA,KOBE,37488,KOBE,,25000
KLC,JU FUKUOKA,FUJITRANS KINJO,37488,NAGOYA,,33000
KLC,JU FUKUOKA,GLOBAL NAGOYA,37488,NAGOYA,,33000
KLC,JU FUKUOKA,GLOBAL KAWASAKI,37488,YOKOHAMA,,42000
KLC,JU FUKUOKA,AQUA LOGISTICS,37488,YOKOHAMA,,44000
KLC,JU FUKUOKA,GLOBAL HAKATA,37488,HAKATA,,7000
Y'S,JU FUKUOKA,GLOBAL HAKATA,37488,HAKATA,,3900
Y'S,JU FUKUOKA (HIGHROOF),GLOBAL HAKATA,37488,HAKATA,,7200
LOGICO,JU FUKUSHIMA,GLOBAL KAWASAKI,88472,YOKOHAMA,,18000
LOGICO,JU FUKUSHIMA,AQUA LOGISTICS,88472,YOKOHAMA,,25200
LOGICO,JU FUKUSHIMA,GLOBAL NAGOYA,88472,NAGOYA,,39200
LOGICO,JU FUKUSHIMA,KLC,88472,SENBOKU (OSAKA),,40800
LOGICO,JU FUKUSHIMA,KOBE,88472,KOBE,,42600
LOGICO,JU FUKUSHIMA,GLOBAL HAKATA,88472,HAKATA,,68200
KLC,JU FUKUSHIMA,KLC,88472,SENBOKU (OSAKA),,38000
KLC,JU FUKUSHIMA,KOBE,88472,KOBE,,38000
KLC,JU FUKUSHIMA,FUJITRANS KINJO,88472,NAGOYA,,31000
KLC,JU FUKUSHIMA,GLOBAL NAGOYA,88472,NAGOYA,,31000
KLC,JU FUKUSHIMA,GLOBAL KAWASAKI,88472,YOKOHAMA,,20000
KLC,JU FUKUSHIMA,AQUA LOGISTICS,88472,YOKOHAMA,,22000
LOGICO,JU GIFU,GLOBAL KAWASAKI,50354,YOKOHAMA,,24000
LOGICO,JU GIFU,AQUA LOGISTICS,50354,YOKOHAMA,,34000
LOGICO,JU GIFU,GLOBAL NAGOYA,50354,NAGOYA,,8500
LOGICO,JU GIFU,KLC,50354,SENBOKU (OSAKA),,12800
LOGICO,JU GIFU,KOBE,50354,KOBE,,12800
LOGICO,JU GIFU,GLOBAL HAKATA,50354,HAKATA,,40800
STYLISH,JU GIFU,GLOBAL NAGOYA,50354,NAGOYA,,8000
STYLISH,JU GIFU,KLC,50354,SENBOKU (OSAKA),,13000
STYLISH,JU GIFU,KOBE,50354,KOBE,,13000
KLC,JU GIFU,KLC,50354,SENBOKU (OSAKA),,11000
KLC,JU GIFU,KOBE,50354,KOBE,,11000
KLC,JU GIFU,FUJITRANS KINJO,50354,NAGOYA,,7500
KLC,JU GIFU,GLOBAL NAGOYA,50354,NAGOYA,,7500
KLC,JU GIFU,GLOBAL KAWASAKI,50354,YOKOHAMA,,25000
KLC,JU GIFU,AQUA LOGISTICS,50354,YOKOHAMA,,28000
KLC,JU GIFU,GLOBAL HAKATA,50354,HAKATA,,32000
LOGICO,JU GUNMA,GLOBAL KAWASAKI,700485,YOKOHAMA,,12000
LOGICO,JU GUNMA,AQUA LOGISTICS,700485,YOKOHAMA,,21600
LOGICO,JU GUNMA,GLOBAL NAGOYA,700485,NAGOYA,,29000
LOGICO,JU GUNMA,KLC,700485,SENBOKU (OSAKA),,34000
LOGICO,JU GUNMA,KOBE,700485,KOBE,,35200
LOGICO,JU GUNMA,GLOBAL HAKATA,700485,HAKATA,,53400
KLC,JU GUNMA,KLC,700485,SENBOKU (OSAKA),,31000
KLC,JU GUNMA,KOBE,700485,KOBE,,31000
KLC,JU GUNMA,FUJITRANS KINJO,700485,NAGOYA,,31000
KLC,JU GUNMA,GLOBAL NAGOYA,700485,NAGOYA,,31000
KLC,JU GUNMA,GLOBAL KAWASAKI,700485,YOKOHAMA,,15000
KLC,JU GUNMA,AQUA LOGISTICS,700485,YOKOHAMA,,22000
LOGICO,JU HAKODATE,GLOBAL KAWASAKI,63257,YOKOHAMA,,50800
LOGICO,JU HAKODATE,AQUA LOGISTICS,63257,YOKOHAMA,,57400
LOGICO,JU HAKODATE,GLOBAL NAGOYA,63257,NAGOYA,,57000
LOGICO,JU HAKODATE,KLC,63257,SENBOKU (OSAKA),,58000
LOGICO,JU HAKODATE,KOBE,63257,KOBE,,59800
LOGICO,JU HAKODATE,GLOBAL HAKATA,63257,HAKATA,,90000
KLC,JU HAKODATE,KLC,63257,SENBOKU (OSAKA),,43000
KLC,JU HAKODATE,KOBE,63257,KOBE,,43000
KLC,JU HAKODATE,FUJITRANS KINJO,63257,NAGOYA,,35000
KLC,JU HAKODATE,GLOBAL NAGOYA,63257,NAGOYA,,35000
KLC,JU HAKODATE,GLOBAL KAWASAKI,63257,YOKOHAMA,,35000
KLC,JU HAKODATE,AQUA LOGISTICS,63257,YOKOHAMA,,40000
LOGICO,JU HIROSHIMA,GLOBAL KAWASAKI,77510,YOKOHAMA,,48600
LOGICO,JU HIROSHIMA,AQUA LOGISTICS,77510,YOKOHAMA,,49600
LOGICO,JU HIROSHIMA,GLOBAL NAGOYA,77510,NAGOYA,,34800
LOGICO,JU HIROSHIMA,KLC,77510,SENBOKU (OSAKA),,23000
LOGICO,JU HIROSHIMA,KOBE,77510,KOBE,,20400
LOGICO,JU HIROSHIMA,GLOBAL HAKATA,77510,HAKATA,,30600
KLC,JU HIROSHIMA,KLC,77510,SENBOKU (OSAKA),,20000
KLC,JU HIROSHIMA,KOBE,77510,KOBE,,21000
KLC,JU HIROSHIMA,FUJITRANS KINJO,77510,NAGOYA,,29500
KLC,JU HIROSHIMA,GLOBAL NAGOYA,77510,NAGOYA,,29500
KLC,JU HIROSHIMA,GLOBAL KAWASAKI,77510,YOKOHAMA,,43000
KLC,JU HIROSHIMA,AQUA LOGISTICS,77510,YOKOHAMA,,44000
KLC,JU HIROSHIMA,GLOBAL HAKATA,77510,HAKATA,,20000
Y'S,JU HIROSHIMA,GLOBAL HAKATA,77510,HAKATA,,14300
Y'S,JU HIROSHIMA (HIGHROOF),GLOBAL HAKATA,77510,HAKATA,,21450
LOGICO,JU IBARAKI,GLOBAL KAWASAKI,80548,YOKOHAMA,,14400
LOGICO,JU IBARAKI,AQUA LOGISTICS,80548,YOKOHAMA,,22200
LOGICO,JU IBARAKI,GLOBAL NAGOYA,80548,NAGOYA,,31400
LOGICO,JU IBARAKI,KLC,80548,SENBOKU (OSAKA),,35000
LOGICO,JU IBARAKI,KOBE,80548,KOBE,,36200
LOGICO,JU IBARAKI,GLOBAL HAKATA,80548,HAKATA,,54600
KLC,JU IBARAKI,KLC,80548,SENBOKU (OSAKA),,31000
KLC,JU IBARAKI,KOBE,80548,KOBE,,31000
KLC,JU IBARAKI,FUJITRANS KINJO,80548,NAGOYA,,35000
KLC,JU IBARAKI,GLOBAL NAGOYA,80548,NAGOYA,,35000
KLC,JU IBARAKI,GLOBAL KAWASAKI,80548,YOKOHAMA,,15000
KLC,JU IBARAKI,AQUA LOGISTICS,80548,YOKOHAMA,,22000
LOGICO,JU ISHIKAWA,GLOBAL KAWASAKI,70496,YOKOHAMA,,38400
LOGICO,JU ISHIKAWA,AQUA LOGISTICS,70496,YOKOHAMA,,42200
LOGICO,JU ISHIKAWA,GLOBAL NAGOYA,70496,NAGOYA,,16600
LOGICO,JU ISHIKAWA,KLC,70496,SENBOKU (OSAKA),,24600
LOGICO,JU ISHIKAWA,KOBE,70496,KOBE,,24600
LOGICO,JU ISHIKAWA,GLOBAL HAKATA,70496,HAKATA,,48700
KLC,JU ISHIKAWA,KLC,70496,SENBOKU (OSAKA),,19000
KLC,JU ISHIKAWA,KOBE,70496,KOBE,,19000
KLC,JU ISHIKAWA,FUJITRANS KINJO,70496,NAGOYA,,16000
KLC,JU ISHIKAWA,GLOBAL NAGOYA,70496,NAGOYA,,16000
KLC,JU ISHIKAWA,GLOBAL KAWASAKI,70496,YOKOHAMA,,33000
KLC,JU ISHIKAWA,AQUA LOGISTICS,70496,YOKOHAMA,,36000
KLC,JU ISHIKAWA,GLOBAL HAKATA,70496,HAKATA,,42000
HIDA,JU ISHIKAWA,GLOBAL NAGOYA,70496,NAGOYA,,15000
LOGICO,JU IWATE,GLOBAL KAWASAKI,-,YOKOHAMA,,37000
LOGICO,JU IWATE,AQUA LOGISTICS,-,YOKOHAMA,,39800
LOGICO,JU IWATE,GLOBAL NAGOYA,-,NAGOYA,,43000
LOGICO,JU IWATE,KLC,-,SENBOKU (OSAKA),,49000
LOGICO,JU IWATE,KOBE,-,KOBE,,50800
LOGICO,JU IWATE,GLOBAL HAKATA,-,HAKATA,,71900
LOGICO,JU KAGOSHIMA,GLOBAL KAWASAKI,37488,YOKOHAMA,,63500
LOGICO,JU KAGOSHIMA,AQUA LOGISTICS,37488,YOKOHAMA,,66800
LOGICO,JU KAGOSHIMA,GLOBAL NAGOYA,37488,NAGOYA,,54000
LOGICO,JU KAGOSHIMA,KLC,37488,SENBOKU (OSAKA),,44000
LOGICO,JU KAGOSHIMA,KOBE,37488,KOBE,,44000
LOGICO,JU KAGOSHIMA,GLOBAL HAKATA,37488,HAKATA,,22800
KLC,JU KAGOSHIMA,KLC,37488,SENBOKU (OSAKA),,34000
KLC,JU KAGOSHIMA,KOBE,37488,KOBE,,33000
KLC,JU KAGOSHIMA,FUJITRANS KINJO,37488,NAGOYA,,42000
KLC,JU KAGOSHIMA,GLOBAL NAGOYA,37488,NAGOYA,,42000
KLC,JU KAGOSHIMA,GLOBAL KAWASAKI,37488,YOKOHAMA,,61000
KLC,JU KAGOSHIMA,AQUA LOGISTICS,37488,YOKOHAMA,,63000
KLC,JU KAGOSHIMA,GLOBAL HAKATA,37488,HAKATA,,23000
Y'S,JU KAGOSHIMA,GLOBAL HAKATA,37488,HAKATA,,16500
Y'S,JU KAGOSHIMA (HIGHROOF),GLOBAL HAKATA,37488,HAKATA,,24750
LOGICO,JU KANAGAWA,GLOBAL KAWASAKI,90471,YOKOHAMA,,11400
LOGICO,JU KANAGAWA,AQUA LOGISTICS,90471,YOKOHAMA,,25700
LOGICO,JU KANAGAWA,GLOBAL NAGOYA,90471,NAGOYA,,30000
LOGICO,JU KANAGAWA,KLC,90471,SENBOKU (OSAKA),,36000
LOGICO,JU KANAGAWA,KOBE,90471,KOBE,,37200
LOGICO,JU KANAGAWA,GLOBAL HAKATA,90471,HAKATA,,54000
KLC,JU KANAGAWA,KLC,90471,SENBOKU (OSAKA),,34000
KLC,JU KANAGAWA,KOBE,90471,KOBE,,34000
KLC,JU KANAGAWA,FUJITRANS KINJO,90471,NAGOYA,,33000
KLC,JU KANAGAWA,GLOBAL NAGOYA,90471,NAGOYA,,33000
KLC,JU KANAGAWA,GLOBAL KAWASAKI,90471,YOKOHAMA,,15000
KLC,JU KANAGAWA,AQUA LOGISTICS,90471,YOKOHAMA,,22000
LOGICO,JU KITAMI,GLOBAL KAWASAKI,63257,YOKOHAMA,,56800
LOGICO,JU KITAMI,AQUA LOGISTICS,63257,YOKOHAMA,,63400
LOGICO,JU KITAMI,GLOBAL NAGOYA,63257,NAGOYA,,63000
LOGICO,JU KITAMI,KLC,63257,SENBOKU (OSAKA),,64000
LOGICO,JU KITAMI,KOBE,63257,KOBE,,65800
LOGICO,JU KITAMI,GLOBAL HAKATA,63257,HAKATA,,91200
KLC,JU KITAMI,KLC,63257,SENBOKU (OSAKA),,46000
KLC,JU KITAMI,KOBE,63257,KOBE,,46000
KLC,JU KITAMI,FUJITRANS KINJO,63257,NAGOYA,,41000
KLC,JU KITAMI,GLOBAL NAGOYA,63257,NAGOYA,,41000
KLC,JU KITAMI,GLOBAL KAWASAKI,63257,YOKOHAMA,,46000
KLC,JU KITAMI,AQUA LOGISTICS,63257,YOKOHAMA,,50000
LOGICO,JU KUMAMOTO,GLOBAL KAWASAKI,70513,YOKOHAMA,,58000
LOGICO,JU KUMAMOTO,AQUA LOGISTICS,70513,YOKOHAMA,,61800
LOGICO,JU KUMAMOTO,GLOBAL NAGOYA,70513,NAGOYA,,45000
LOGICO,JU KUMAMOTO,KLC,70513,SENBOKU (OSAKA),,43500
LOGICO,JU KUMAMOTO,KOBE,70513,KOBE,,43500
LOGICO,JU KUMAMOTO,GLOBAL HAKATA,70513,HAKATA,,14400
KLC,JU KUMAMOTO,KLC,70513,SENBOKU (OSAKA),,37000
KLC,JU KUMAMOTO,KOBE,70513,KOBE,,37000
KLC,JU KUMAMOTO,FUJITRANS KINJO,70513,NAGOYA,,45000
KLC,JU KUMAMOTO,GLOBAL NAGOYA,70513,NAGOYA,,45000
KLC,JU KUMAMOTO,GLOBAL KAWASAKI,70513,YOKOHAMA,,53000
KLC,JU KUMAMOTO,AQUA LOGISTICS,70513,YOKOHAMA,,55000
KLC,JU KUMAMOTO,GLOBAL HAKATA,70513,HAKATA,,18000
Y'S,JU KUMAMOTO,GLOBAL HAKATA,70513,HAKATA,,12100
Y'S,JU KUMAMOTO (HIGHROOF),GLOBAL HAKATA,70513,HAKATA,,18150
LOGICO,JU KUSHIRO,GLOBAL KAWASAKI,63257,YOKOHAMA,,53200
LOGICO,JU KUSHIRO,AQUA LOGISTICS,63257,YOKOHAMA,,59800
LOGICO,JU KUSHIRO,GLOBAL NAGOYA,63257,NAGOYA,,59400
LOGICO,JU KUSHIRO,KLC,63257,SENBOKU (OSAKA),,61000
LOGICO,JU KUSHIRO,KOBE,63257,KOBE,,62800
LOGICO,JU KUSHIRO,GLOBAL HAKATA,63257,HAKATA,,87600
KLC,JU KUSHIRO,KLC,63257,SENBOKU (OSAKA),,45000
KLC,JU KUSHIRO,KOBE,63257,KOBE,,45000
KLC,JU KUSHIRO,FUJITRANS KINJO,63257,NAGOYA,,40000
KLC,JU KUSHIRO,GLOBAL NAGOYA,63257,NAGOYA,,40000
KLC,JU KUSHIRO,GLOBAL KAWASAKI,63257,YOKOHAMA,,46000
KLC,JU KUSHIRO,AQUA LOGISTICS,63257,YOKOHAMA,,50000
LOGICO,JU MIE,GLOBAL KAWASAKI,316009,YOKOHAMA,,34000
LOGICO,JU MIE,AQUA LOGISTICS,316009,YOKOHAMA,,46000
LOGICO,JU MIE,GLOBAL NAGOYA,316009,NAGOYA,,14000
LOGICO,JU MIE,KLC,316009,SENBOKU (OSAKA),,23300
LOGICO,JU MIE,KOBE,316009,KOBE,,23300
LOGICO,JU MIE,GLOBAL HAKATA,316009,HAKATA,,42600
STYLISH,JU MIE,GLOBAL NAGOYA,316009,NAGOYA,,12000
STYLISH,JU MIE,KLC,316009,SENBOKU (OSAKA),,15000
STYLISH,JU MIE,KOBE,316009,KOBE,,15000
KLC,JU MIE,KLC,316009,SENBOKU (OSAKA),,11500
KLC,JU MIE,KOBE,316009,KOBE,,11500
KLC,JU MIE,FUJITRANS KINJO,316009,NAGOYA,,10500
KLC,JU MIE,GLOBAL NAGOYA,316009,NAGOYA,,10500
KLC,JU MIE,GLOBAL KAWASAKI,316009,YOKOHAMA,,26000
KLC,JU MIE,AQUA LOGISTICS,316009,YOKOHAMA,,30000
KLC,JU MIE,GLOBAL HAKATA,316009,HAKATA,,32000
LOGICO,JU MIYAGI,GLOBAL KAWASAKI,70506,YOKOHAMA,,19800
LOGICO,JU MIYAGI,AQUA LOGISTICS,70506,YOKOHAMA,,26400
LOGICO,JU MIYAGI,GLOBAL NAGOYA,70506,NAGOYA,,34000
LOGICO,JU MIYAGI,KLC,70506,SENBOKU (OSAKA),,39000
LOGICO,JU MIYAGI,KOBE,70506,KOBE,,40800
LOGICO,JU MIYAGI,GLOBAL HAKATA,70506,HAKATA,,62900
KLC,JU MIYAGI,KLC,70506,SENBOKU (OSAKA),,33000
KLC,JU MIYAGI,KOBE,70506,KOBE,,33000
KLC,JU MIYAGI,FUJITRANS KINJO,70506,NAGOYA,,28000
KLC,JU MIYAGI,GLOBAL NAGOYA,70506,NAGOYA,,28000
KLC,JU MIYAGI,GLOBAL KAWASAKI,70506,YOKOHAMA,,21000
KLC,JU MIYAGI,AQUA LOGISTICS,70506,YOKOHAMA,,23000
LOGICO,JU MIYAZAKI,GLOBAL KAWASAKI,70519,YOKOHAMA,,62000
LOGICO,JU MIYAZAKI,AQUA LOGISTICS,70519,YOKOHAMA,,63400
LOGICO,JU MIYAZAKI,GLOBAL NAGOYA,70519,NAGOYA,,50000
